name,organizer,category,prefecture,city,address,venue,schedule_text,schedule_rule,opening_hours,entry_fee,is_free_entry,has_food,has_parking,access_text,nearest_station,walk_min,highlights,notes,official_url,latitude,longitude,verified_at,extra_dates
代々木公園フリーマーケット,東京スウェーデン倶楽部,オールジャンル,東京都,渋谷区,代々木公園内 B区画,代々木公園,毎月第1・3日曜日,monthly:1sun,3sun,9:00〜16:00,無料,TRUE,TRUE,FALSE,JR原宿駅・地下鉄代々木公園駅から徒歩5分,原宿駅,5,"東京最大級のフリーマーケット。毎回500〜600店が出店。衣類・雑貨・骨董・食品など幅広いジャンル。家族連れにも人気のイベント。",雨天中止。公式サイトで開催確認を。,,35.6714,139.6948,2026-01-15
万博記念公園フリーマーケット,フリマnetwork,オールジャンル,大阪府,吹田市,万博記念公園内,万博記念公園（お祭り広場）,毎月第3土・日曜日,monthly:3sat,3sun,10:00〜16:00,無料,TRUE,TRUE,TRUE,大阪モノレール万博記念公園駅から徒歩5分,万博記念公園駅,5,"関西最大級のフリーマーケット。毎回1000店以上が出店。太陽の塔を望む広大な公園で開催。飲食ブースも充実。",荒天中止。場内駐車場あり（有料）。,,34.8059,135.5260,2026-01-20
城下町フリマルシェ,城下町フリマルシェ実行委員会,ハンドメイド・クラフト,山口県,下関市,山口県下関市長府宮の内町1-18,忌宮神社境内,不定期（年数回）,,10:00〜15:00,無料,TRUE,TRUE,FALSE,JR長府駅からバス10分「城下町長府」下車徒歩5分,長府駅,20,"神社境内に約30ブースが並ぶマルシェ。ハンドメイド雑貨・古着・キッチンカー・ワークショップなど多彩",駐車場は近隣のコインパーキングを利用,https://shimonoseki.goguynet.jp/,33.9982,130.9815,2026-01-15
ヤマタスポーツパーク フリーマーケット,鳥取県立布勢総合運動公園,オールジャンル,鳥取県,鳥取市,鳥取県鳥取市布勢146-1,ヤマタスポーツパーク（布勢総合運動公園）,年2回（5月・11月頃）,,9:00〜15:00,無料,TRUE,TRUE,TRUE,JR鳥取駅からバス約15分「布勢総合運動公園」下車,鳥取駅,30,"広大な運動公園で開催される大規模フリーマーケット。家族連れに人気で遊具も充実",開催日は公式サイトで要確認,https://www.fuse-sportspark.com/,35.4872,134.2058,2026-01-15
サントピア岡山総社マルシェ＆フリーマーケット,サントピア岡山総社,オールジャンル,岡山県,総社市,岡山県総社市秦1215,サントピア岡山総社,不定期（GW等）,,10:00〜16:00,無料,TRUE,TRUE,TRUE,JR総社駅からタクシー約10分。岡山総社ICから車20分,総社駅,50,"吉備路の高台に建つホテル敷地内で開催。移動動物園やステージイベントも同時開催",車でのアクセス推奨,https://suntopia-okayama-soja.com/,34.6612,133.7282,2026-01-15
パティオ手づくりフリマ,さぬきアートMOT.,ハンドメイド・クラフト,香川県,高松市,香川県高松市南新町7,4町パティオ広場,3月〜7月・9月〜11月の第2土曜日,,10:00〜16:00,無料,TRUE,FALSE,FALSE,琴電「瓦町駅」から徒歩6分,瓦町駅,6,"商店街の交差点にある広場で開催されるハンドメイド市。アクセサリー・ポーチ・キーホルダーなど個性的な作品が並ぶ","年8回開催。12月〜2月・8月は休止",https://www.sanuki-art.net/,34.3383,134.0479,2026-01-15
とくしまマルシェ,とくしまマルシェ事務局,農産物・食品,徳島県,徳島市,徳島県徳島市東船場町1-2,しんまちボードウォーク,毎月最終日曜日,,9:00〜15:00,無料,TRUE,TRUE,FALSE,JR徳島駅から徒歩約10分,徳島駅,10,"新町川沿いのボードウォークで開催される徳島県最大級の産直市。毎月約80店が出店し徳島県産品が並ぶ","1月・8月は休み。雨天決行",https://tokushima-marche.jp/,34.0689,134.5548,2026-01-15
えひめ青空市場,愛媛エフ・エー・ゼット株式会社,オールジャンル,愛媛県,松山市,愛媛県松山市大可賀2丁目1-28,アイテムえひめ（愛媛国際貿易センター）,年4回程度（不定期）,,10:00〜15:00,無料,TRUE,TRUE,TRUE,伊予鉄バス「アイテムえひめ前」下車。松山空港から車約10分,松山市駅,30,"大展示場を使った大規模フリーマーケット。掘り出し物に出会える人気イベントで200回以上の開催実績",開催日は公式サイトで要確認,https://itemehime.com/aozora/,33.8467,132.7189,2026-01-15
高知日曜市,高知市商業振興課,オールジャンル,高知県,高知市,高知県高知市追手筋1丁目,追手筋（高知城追手門前〜はりまや橋方面）,毎週日曜日（1/1-2・8/10-12除く）,,5:00〜17:00（4〜9月）/5:30〜16:00（10〜3月）,無料,TRUE,TRUE,FALSE,とさでん交通「はりまや橋」下車徒歩5分。JR高知駅から徒歩10分,高知駅,10,"元禄3年（1690年）以来300年以上の歴史を持つ日本有数の街路市。全長約1kmに約300店が並び1日約1.7万人が訪れる","4〜9月と10〜3月で開催時間が異なる",https://www.city.kochi.kochi.jp/site/kanko/nichiyouichi.html,33.5597,133.5311,2026-01-15
門司港カーブーツ,Japan Car Boots Association,オールジャンル,福岡県,北九州市,福岡県北九州市門司区港町9-11,門司港レトロ西海岸（プレミアホテル門司港海側）,毎月土日に不定期開催,irregular,9:00〜15:00,無料,TRUE,TRUE,TRUE,門司港ICより車で約5分。JR門司港駅より徒歩4分,門司港駅,4,"車のトランクを店舗にしたユニークなフリマ形式。古着・骨董品・手作り雑貨など多彩な出品","雨天中止の場合あり。開催日は公式SNSで要確認",https://www.mojiko.info/event/info/carboots2307/,33.9461,130.9615,2026-01-15
フードパルフリーマーケット,株式会社アドルーム,オールジャンル,熊本県,熊本市,熊本県熊本市北区貢町581-2,フードパル熊本 いちいの森,月2〜4回の日曜日開催,irregular,10:00〜15:30,無料,TRUE,TRUE,TRUE,JR西里駅から徒歩約15分。無料駐車場500台完備,西里駅,15,"食のテーマパーク内で開催。衣類・雑貨・おもちゃなど幅広い出品。最大150ブース","雨天中止。事前予約制で開催1週間前まで受付",https://www.55furima.com/,32.8489,130.6957,2026-01-15,2026-04-13,2026-04-19,2026-04-27,2026-05-02,2026-05-03
九州骨董祭り,,骨董・アンティーク,鹿児島県,霧島市,鹿児島県霧島市溝辺町麓3391,上床公園 溝辺体育館,年6回程度（奇数月中心）の土日開催,irregular,9:00〜17:00（最終日は15:00まで）,300円,FALSE,TRUE,TRUE,鹿児島空港ICから車で約10分,溝辺駅,20,"250回超の実績を誇る九州最大級の骨董市。和洋骨董・古美術・古道具が多数出品","2日間開催。入場料300円",https://fmfm.jp/event/detail/9204,31.8483,130.7167,2026-01-15,2026-05-09,2026-05-10,2026-07-18,2026-07-19,2026-09-12,2026-09-13
かごしまマンモスフリマ,南日本リビング新聞社,オールジャンル,鹿児島県,鹿児島市,鹿児島県鹿児島市本港新町4-4,ウォーターフロントパーク,年1回春（4月下旬）開催,yearly_spring,9:00〜16:00,無料,TRUE,TRUE,FALSE,市電「いづろ通」から徒歩約8分。鹿児島中央駅から車で20分,いづろ通駅,8,"南九州最大級のフリマ。約500ブース出店・来場者20万人超の大規模イベント",雨天時は1日のみ開催または中止の場合あり,https://www.m-l.co.jp/freepaper/event,31.5907,130.5596,2026-01-15
させぼハンドメイドマーケット,EMデザイン,ハンドメイド・クラフト,長崎県,佐世保市,長崎県佐世保市椎木町494,佐世保市総合グラウンド体育館,年数回不定期開催,irregular,10:00〜16:00,無料,TRUE,TRUE,TRUE,佐世保駅から車で約10分,佐世保駅,20,"布小物・革製品・木工品・クラフトバッグなどハンドメイド雑貨が中心。ワークショップも開催",屋内開催のため雨天でも実施,https://www.emd-nagasaki.com/market.php,33.1605,129.7244,2026-01-15,2026-04-18,2026-04-19
佐賀市エコプラザ エコマーケット,佐賀市エコプラザ,オールジャンル,佐賀県,佐賀市,佐賀県佐賀市高木瀬町大字長瀬2369,佐賀市清掃工場2階,毎月第3日曜日,monthly_3rd_sun,10:00〜14:00,無料,TRUE,FALSE,TRUE,JR佐賀駅から車で15分。佐賀大和ICから車で10分,佐賀駅,30,"リサイクル・リユースをテーマにしたエコフリマ。佐賀市清掃工場内で定期開催","事前予約制。2ヶ月前のエコマーケット翌日から予約可能",https://www.saga-ecoplaza.jp/about/market,33.2880,130.2877,2026-01-15
別府港フリーマーケット,株式会社おおいた観光サービス,オールジャンル,大分県,別府市,大分県別府市汐見町,別府国際観光港 みなとパレット広場,毎月第4土曜日,monthly_4th_sat,9:00〜12:00,無料,TRUE,FALSE,TRUE,JR別府駅から車で約10分,別府駅,15,"フェリーターミナル内の広場で開催。港の雰囲気の中でショッピングが楽しめる","出店無料。駐車場は第2・3駐車場を利用",https://i-oita.net/beppu/event/17988/,33.2944,131.5106,2026-01-15
中城モールフリーマーケット,,オールジャンル,沖縄県,中城村,沖縄県中頭郡中城村久場1963,中城モール南側駐車場,毎週土曜・日曜日,weekly_sat_sun,9:00〜16:00,無料,TRUE,TRUE,TRUE,那覇空港から車で約40分。沖縄自動車道北中城ICから約5分,なし（車移動推奨）,,"毎週末開催の沖縄定番フリマ。土曜はナイトフリーマーケットも開催","車でのアクセス推奨。電話098-895-7222",https://kaminaku.jimdofree.com/activity-range/,26.3397,127.7914,2026-01-15
